"H1","pth","label","relFCs"
"46","anger/image0001283.jpg","sad","0.7370122093626421"
"47","anger/image0001296.jpg","anger","0.8199635450088529"
"48","anger/image0001305.jpg","anger","0.8852957701257068"
"49","anger/image0001314.jpg","anger","0.8825045191840863"
"50","anger/image0001341.jpg","anger","0.8643037095291287"
"51","anger/image0001348.jpg","anger","0.7959220747289145"
"52","anger/image0001375.jpg","fear","0.8585979811874793"
"53","anger/image0001453.jpg","anger",""
"54","anger/image0001470.jpg","anger","0.7961243218737241"
"55","anger/image0001516.jpg","anger","0.8648002745998637"
"56","anger/image0001521.jpg","anger",""
"57","anger/image0001524.jpg","anger","0.8059280050378269"
"58","anger/image0001527.jpg","anger","0.872593063825003"
"59","anger/image0001529.jpg","anger","0.6811618720024811"
"60","anger/image0001538.jpg","anger","0.8225432163253064"
"61","anger/image0001555.jpg","anger","0.8623529209581536"
"62","anger/image0001568.jpg","anger","0.8664671724353874"
"63","anger/image0001600.jpg","anger","0.8743744013136564"
"64","anger/image0001615.jpg","disgust","0.7662437703974743"
"65","anger/image0001623.jpg","anger","0.8974110955416487"
"66","anger/image0001688.jpg","anger","0.7792931008168881"
"67","anger/image0001741.jpg","anger","0.84862807638917"
"68","anger/image0001765.jpg","disgust","0.8671540345920165"
"69","anger/image0001773.jpg","disgust","0.8435550175363971"
"70","anger/image0001778.jpg","disgust","0.8053876126460355"
"71","anger/image0001794.jpg","anger","0.5373177591330883"
"72","anger/image0001849.jpg","anger",""
"73","anger/image0001857.jpg","disgust","0.7992558170320013"
"74","anger/image0001861.jpg","anger","0.7814118289397541"
"75","anger/image0001892.jpg","anger","0.861398700430287"
"76","anger/image0001916.jpg","sad","0.8180098987563991"
"77","anger/image0001933.jpg","anger","0.8918523625265473"
"78","anger/image0001934.jpg","disgust","0.8621725845552871"
"79","anger/image0001949.jpg","anger",""
"80","anger/image0001956.jpg","happy","0.8774257503839145"
"81","anger/image0001974.jpg","disgust","0.8010239843347989"
"82","anger/image0001990.jpg","anger","0.8426352835186797"
"83","anger/image0002009.jpg","anger","0.8829548715686752"
"84","anger/image0002024.jpg","anger","0.8944587456657089"
"85","anger/image0002046.jpg","disgust","0.7516103647197763"
"86","anger/image0002048.jpg","anger","0.6004016754395396"
"87","anger/image0002049.jpg","anger","0.780668288138316"
"88","anger/image0002080.jpg","surprise","0.8517821294524168"
"89","anger/image0002102.jpg","anger","0.8230668490787487"
"90","anger/image0002105.jpg","surprise","0.7911455195991705"
"91","anger/image0002106.jpg","anger","0.8070101205710162"
"92","anger/image0002140.jpg","anger","0.780388468701999"
"93","anger/image0002143.jpg","anger","0.7725976874256121"
"94","anger/image0002156.jpg","anger","0.8591256088446305"
"95","anger/image0002205.jpg","anger","0.8180260190583831"
"96","anger/image0002220.jpg","anger","0.6957492857409574"
"97","anger/image0002230.jpg","anger","0.8189121339507731"
"98","anger/image0002259.jpg","disgust","0.806325591072355"
"99","anger/image0002262.jpg","fear","0.8404215159117682"
"100","anger/image0002272.jpg","anger","0.7974814982523392"
"101","anger/image0002281.jpg","anger","0.7637109267335471"
"102","anger/image0002301.jpg","disgust","0.8963239247495899"
"103","anger/image0002340.jpg","surprise","0.8879589221348333"
"104","anger/image0002350.jpg","anger","0.7966617230699569"
"105","anger/image0002366.jpg","anger","0.7997612725817304"
"106","anger/image0002369.jpg","anger","0.799318811921742"
"107","anger/image0002373.jpg","anger","0.7950165552084341"
"108","anger/image0002378.jpg","anger",""
"109","anger/image0002388.jpg","anger","0.7695695502919353"
"110","anger/image0002420.jpg","anger","0.8422071113858864"
"111","anger/image0002429.jpg","anger","0.744857750151503"
"112","anger/image0002461.jpg","anger","0.8242403051905158"
"113","anger/image0002467.jpg","anger","0.8423043499143912"
"114","anger/image0002475.jpg","disgust","0.8201021717113004"
"115","anger/image0002506.jpg","anger","0.8393945309152887"
"116","anger/image0002507.jpg","anger","0.7233860659162318"
"117","anger/image0002520.jpg","disgust","0.8826201054719016"
"118","anger/image0002524.jpg","sad","0.6735501735671723"
"119","anger/image0002532.jpg","anger","0.829883197633414"
"120","anger/image0002539.jpg","anger","0.856670922855324"
"121","anger/image0002578.jpg","anger","0.8995018971703856"
"122","anger/image0002608.jpg","anger","0.7296628930890822"
"123","anger/image0002635.jpg","anger","0.7974682247722826"
"124","anger/image0002636.jpg","anger","0.8007158406527031"
"125","anger/image0002639.jpg","anger","0.8289598734946644"
"126","anger/image0002667.jpg","anger","0.665523513740904"
"127","anger/image0002685.jpg","anger","0.8099927923839769"
"128","anger/image0002705.jpg","anger",""
"129","anger/image0002706.jpg","anger","0.8436559768991445"
"130","anger/image0002725.jpg","anger","0.8413182053384459"
"131","anger/image0002740.jpg","fear","0.8693323038532671"
"132","anger/image0002797.jpg","anger","0.8276542829550627"
"133","anger/image0002800.jpg","anger","0.8239120341419528"
"134","anger/image0002830.jpg","anger",""
"135","anger/image0002840.jpg","sad","0.8770822177485348"
"136","anger/image0002894.jpg","anger","0.8117125088333045"
"137","anger/image0002928.jpg","disgust","0.8194328332975213"
"138","anger/image0002955.jpg","anger","0.876587001591251"
"139","anger/image0002976.jpg","anger",""
"140","anger/image0002986.jpg","anger","0.8824221078246889"
"141","anger/image0002989.jpg","anger",""
"142","anger/image0003003.jpg","sad","0.6777203830512809"
"143","anger/image0003013.jpg","anger","0.784047731164216"
"144","anger/image0003016.jpg","anger","0.7885574705792713"
"145","anger/image0003019.jpg","anger","0.8349383844970186"
"146","anger/image0003046.jpg","fear","0.8280869611234644"
"147","anger/image0003053.jpg","anger","0.8756907557080416"
"148","anger/image0003060.jpg","disgust","0.8261294842942906"
"149","anger/image0003108.jpg","anger",""
"150","anger/image0003110.jpg","anger",""
"151","anger/image0003112.jpg","anger","0.8097648961160335"
"152","anger/image0003116.jpg","fear","0.8778655048726297"
"153","anger/image0003133.jpg","anger","0.8462083532044085"
"154","anger/image0003161.jpg","anger","0.8480294345566326"
"155","anger/image0003202.jpg","anger","0.6885930637584249"
"156","anger/image0003212.jpg","anger",""
"157","anger/image0003237.jpg","anger","0.8299834676848395"
"158","anger/image0003295.jpg","anger","0.8170262642604063"
"159","anger/image0003305.jpg","anger","0.8130526061365375"
"160","anger/image0003308.jpg","anger","0.8075465107751709"
"161","anger/image0003315.jpg","anger","0.8046354743860771"
"162","anger/image0003325.jpg","anger","0.7067652209386118"
"163","anger/image0003330.jpg","anger","0.780947439943925"
"164","anger/image0003351.jpg","anger","0.8424130896601737"
"165","anger/image0003353.jpg","anger",""
"166","anger/image0003387.jpg","anger","0.8981864917319724"
"167","anger/image0003393.jpg","surprise","0.8289933020449805"
"168","anger/image0003411.jpg","anger","0.768581126372079"
"169","anger/image0003422.jpg","anger","0.7462136216534161"
"170","anger/image0003455.jpg","anger","0.80540386261825"
"171","anger/image0003456.jpg","anger","0.7135314680433558"
"172","anger/image0003487.jpg","anger","0.8129254393801465"
"173","anger/image0003501.jpg","disgust","0.8057859672559264"
"174","anger/image0003507.jpg","fear","0.7867755104484602"
"175","anger/image0003519.jpg","fear","0.8647326705758228"
"176","anger/image0003556.jpg","anger",""
"177","anger/image0003573.jpg","fear","0.8164066133822832"
"178","anger/image0003609.jpg","anger","0.7553153842643864"
"179","anger/image0003666.jpg","anger","0.8964528371613841"
"180","anger/image0003669.jpg","anger","0.8377641293990743"
"181","anger/image0003670.jpg","anger","0.7058658841338222"
"182","anger/image0003734.jpg","anger","0.8708442812488828"
"183","anger/image0003757.jpg","anger","0.785233387170904"
"184","anger/image0003762.jpg","anger","0.7799073569613457"
"185","anger/image0003791.jpg","fear","0.884666634709137"
"186","anger/image0003826.jpg","anger",""
"187","anger/image0003857.jpg","disgust","0.7831323836611209"
"188","anger/image0003876.jpg","fear","0.8290929739682182"
"189","anger/image0003916.jpg","anger","0.7567517774537061"
"190","anger/image0003920.jpg","anger","0.8272736740433911"
"191","anger/image0003961.jpg","disgust","0.8709635503171586"
"192","anger/image0003964.jpg","anger","0.8123706469470124"
"193","anger/image0003970.jpg","anger","0.8636617417963746"
"194","anger/image0003971.jpg","anger","0.647321682785659"
"195","anger/image0004004.jpg","disgust","0.8959446538191543"
"196","anger/image0004010.jpg","disgust","0.8433461170859795"
"197","anger/image0004026.jpg","anger","0.8748143313647716"
"198","anger/image0004049.jpg","disgust","0.8752944230152386"
"199","anger/image0004051.jpg","anger","0.7720261765702033"
"200","anger/image0004065.jpg","sad","0.888962513808124"
"201","anger/image0004071.jpg","disgust","0.7619126296089493"
"202","anger/image0004099.jpg","disgust","0.7336114416144761"
"203","anger/image0004164.jpg","anger","0.8448821222701898"
"204","anger/image0004213.jpg","anger","0.8102834887185209"
"205","anger/image0004247.jpg","anger","0.7758029742858826"
"206","anger/image0004341.jpg","anger","0.7820465326056594"
"207","anger/image0004342.jpg","anger",""
"208","anger/image0004345.jpg","disgust","0.6779460671955233"
"209","anger/image0004357.jpg","anger","0.8475795189505937"
"210","anger/image0004381.jpg","anger",""
"211","anger/image0004383.jpg","anger","0.731706326631525"
"212","anger/image0004411.jpg","anger",""
"213","anger/image0004445.jpg","anger","0.8563444620341544"
"214","anger/image0004456.jpg","anger",""
"215","anger/image0004459.jpg","disgust","0.7291650828258628"
"216","anger/image0004504.jpg","happy","0.7856125537417632"
"217","anger/image0004550.jpg","disgust","0.737720599167485"
"218","anger/image0004588.jpg","anger",""
"219","anger/image0004615.jpg","disgust","0.8292474338905915"
"220","anger/image0004642.jpg","anger","0.7328200600554604"
"221","anger/image0004676.jpg","sad","0.6797223472843352"
"222","anger/image0004683.jpg","sad","0.7912084966027917"
"223","anger/image0004694.jpg","disgust","0.8688254206016841"
"224","anger/image0004695.jpg","anger","0.7758408008507091"
"225","anger/image0004792.jpg","anger","0.7971513297036815"
"226","anger/image0004816.jpg","anger",""
"227","anger/image0004819.jpg","anger","0.8068491051339617"
"228","anger/image0004832.jpg","anger","0.8192231963226544"
"229","anger/image0004835.jpg","anger","0.809650901727324"
"230","anger/image0004845.jpg","anger","0.815412844084264"
"231","anger/image0004848.jpg","anger","0.8747846906282412"
"232","anger/image0004854.jpg","anger",""
"233","anger/image0004855.jpg","anger",""
"234","anger/image0004860.jpg","sad","0.8447677945982597"
"235","anger/image0004864.jpg","anger","0.8290931829248678"
"236","anger/image0004866.jpg","anger","0.7315600974193284"
"237","anger/image0004885.jpg","anger","0.8366009296299042"
"238","anger/image0004921.jpg","anger","0.8360092008519986"
"239","anger/image0004946.jpg","anger","0.8269715946533892"
"240","anger/image0004947.jpg","anger",""
"241","anger/image0004949.jpg","anger","0.8364806553022965"
"242","anger/image0004952.jpg","fear","0.8831940011372187"
"243","anger/image0004956.jpg","anger","0.6587553988739272"
"244","anger/image0005041.jpg","disgust","0.8093057245902616"
"245","anger/image0005070.jpg","surprise","0.734734678299825"
"246","anger/image0005102.jpg","sad","0.7928406579880719"
"247","anger/image0005108.jpg","sad","0.8559178144432604"
"248","anger/image0005124.jpg","anger","0.7834151638029414"
"249","anger/image0005156.jpg","disgust","0.7959792056195122"
"250","anger/image0005190.jpg","anger","0.8569664604686816"
"251","anger/image0005193.jpg","disgust","0.7826333267660412"
"252","anger/image0005221.jpg","anger","0.8233804198791674"
"253","anger/image0005269.jpg","anger","0.7899701958885873"
"254","anger/image0005276.jpg","anger","0.8245787503071699"
"255","anger/image0005298.jpg","anger","0.8784564538837997"
"256","anger/image0005303.jpg","disgust","0.7653744506014069"
"257","anger/image0005304.jpg","anger","0.817635664928852"
"258","anger/image0005306.jpg","disgust","0.8016956483648024"
"259","anger/image0005315.jpg","anger","0.8360905255302253"
"260","anger/image0005319.jpg","anger","0.7058141513733263"
"261","anger/image0005334.jpg","anger",""
"262","anger/image0005347.jpg","anger",""
"263","anger/image0005366.jpg","surprise","0.7142935459252431"
"264","anger/image0005380.jpg","anger","0.8368029284457442"
"265","anger/image0005385.jpg","anger","0.8661551547696836"
"266","anger/image0005396.jpg","anger",""
"267","anger/image0005516.jpg","anger","0.7672419645283534"
"268","anger/image0005528.jpg","anger","0.7773776841230892"
"269","anger/image0005558.jpg","anger","0.8057599288107828"
"270","anger/image0005565.jpg","sad","0.8457141527154829"
"271","anger/image0005594.jpg","fear","0.7217127497943875"
"272","anger/image0005597.jpg","anger","0.6986572774016743"
"273","anger/image0005603.jpg","anger","0.8622507025656846"
"274","anger/image0005660.jpg","anger","0.8589763087101999"
"275","anger/image0005680.jpg","anger","0.8646043566906726"
"276","anger/image0005713.jpg","anger",""
"277","anger/image0005726.jpg","anger",""
"278","anger/image0005727.jpg","disgust","0.8614923284051319"
"279","anger/image0005763.jpg","anger","0.8688697752478073"
"280","anger/image0005773.jpg","disgust","0.8747842981178235"
"281","anger/image0005903.jpg","disgust","0.8581808554953129"
"282","anger/image0005935.jpg","anger","0.8181746287941444"
"283","anger/image0005962.jpg","anger","0.8884296168395679"
"284","anger/image0005981.jpg","sad","0.8605947791366048"
"285","anger/image0005983.jpg","disgust","0.7930258709980866"
"286","anger/image0006020.jpg","anger","0.8769397554370483"
"287","anger/image0006084.jpg","anger","0.8573636146633535"
"288","anger/image0006147.jpg","anger","0.8953415014401326"
"289","anger/image0006167.jpg","anger","0.8785740472759246"
"290","anger/image0006195.jpg","fear","0.8538138245316219"
"291","anger/image0006199.jpg","anger","0.8103601324037091"
"292","anger/image0006211.jpg","anger",""
"293","anger/image0006224.jpg","anger","0.761173775469727"
"294","anger/image0006232.jpg","anger","0.8486530927527788"
"295","anger/image0006236.jpg","anger","0.8700401720012261"
"296","anger/image0006246.jpg","anger","0.7839454357045255"
"297","anger/image0006258.jpg","anger","0.8460440892621967"
"298","anger/image0006260.jpg","disgust","0.7537040068078715"
"299","anger/image0006275.jpg","anger","0.72070254588201"
"300","anger/image0006281.jpg","anger",""
"301","anger/image0006294.jpg","surprise","0.8618020106540115"
"302","anger/image0006306.jpg","anger","0.8105645149367201"
"303","anger/image0006322.jpg","anger","0.8844747937583946"
"304","anger/image0006335.jpg","anger","0.7726461925252601"
"305","anger/image0006339.jpg","anger",""
"306","anger/image0006360.jpg","sad","0.7389675544409384"
"307","anger/image0006364.jpg","anger","0.8457960274072264"
"308","anger/image0006379.jpg","anger","0.8817038554724893"
"309","anger/image0006406.jpg","anger","0.820271460266332"
"310","anger/image0006477.jpg","anger","0.7403999510580456"
"311","anger/image0006510.jpg","happy","0.7219981021010605"
"312","anger/image0006540.jpg","anger","0.8623001051226566"
"313","anger/image0006544.jpg","anger","0.8003897906099136"
"314","anger/image0006566.jpg","anger","0.7952648321037687"
"315","anger/image0006582.jpg","disgust","0.8332333021531417"
"316","anger/image0006587.jpg","anger","0.7645434027174756"
"317","anger/image0006597.jpg","anger","0.8016939003064202"
"318","anger/image0006608.jpg","anger","0.6382398815720811"
"319","anger/image0006610.jpg","disgust","0.87136519739535"
"320","anger/image0006661.jpg","anger","0.7823426367721247"
"321","anger/image0006665.jpg","anger",""
"322","anger/image0006689.jpg","anger",""
"323","anger/image0006699.jpg","anger","0.8106772239437889"
"324","anger/image0006706.jpg","anger","0.8131049832268419"
"325","anger/image0006712.jpg","anger","0.8793695733876"
"326","anger/image0006756.jpg","anger","0.7368980091529967"
"327","anger/image0006763.jpg","anger",""
"328","anger/image0006771.jpg","anger","0.7965056409793883"
"329","anger/image0006816.jpg","anger","0.7897618566727012"
"330","anger/image0006821.jpg","sad","0.8695155471359091"
"331","anger/image0006834.jpg","anger","0.7990800654681726"
"332","anger/image0006839.jpg","anger","0.8155932702764299"
"333","anger/image0006874.jpg","anger","0.883160137796066"
"334","anger/image0006880.jpg","disgust","0.7824739372607152"
"335","anger/image0006895.jpg","fear","0.7914772377507021"
"336","anger/image0006896.jpg","disgust","0.865698940329375"
"337","anger/image0006900.jpg","anger","0.8407070972476257"
"338","anger/image0006960.jpg","anger","0.8964206338137723"
"339","anger/image0006971.jpg","anger","0.8490589762297177"
"340","anger/image0006976.jpg","anger","0.7715080962577877"
"341","anger/image0006986.jpg","anger",""
"342","anger/image0007015.jpg","surprise","0.7246387215782537"
"343","anger/image0007018.jpg","anger","0.8638386937018768"
"344","anger/image0007029.jpg","anger","0.8383548155553591"
"345","anger/image0007124.jpg","anger","0.8732030350630089"
"346","anger/image0007125.jpg","disgust","0.7897854205355214"
"347","anger/image0007223.jpg","disgust","0.8323384286833523"
"348","anger/image0007271.jpg","anger","0.8256734050930856"
"349","anger/image0007281.jpg","anger",""
"350","anger/image0007290.jpg","fear","0.86822719571273"
"351","anger/image0007332.jpg","disgust","0.8352350210474471"
"352","anger/image0007354.jpg","sad","0.8453373208561141"
"353","anger/image0007359.jpg","anger","0.8050777241987013"
"354","anger/image0007366.jpg","sad","0.7948267433521132"
"355","anger/image0007389.jpg","anger",""
"356","anger/image0007420.jpg","surprise","0.7583422186473494"
"357","anger/image0007445.jpg","anger","0.8584319402099663"
"358","anger/image0007451.jpg","disgust","0.7786102737203214"
"359","anger/image0007453.jpg","fear","0.8705005873501466"
"360","anger/image0007531.jpg","anger","0.8364017286714999"
"361","anger/image0007566.jpg","anger","0.754249528011527"
"362","anger/image0007579.jpg","anger","0.8386337064637769"
"363","anger/image0007604.jpg","anger","0.7585129551852813"
"364","anger/image0007626.jpg","anger","0.8804119862387847"
"365","anger/image0007630.jpg","anger","0.7058156240131749"
"366","anger/image0007655.jpg","disgust","0.6292532162872876"
"367","anger/image0007753.jpg","anger","0.8585639663932351"
"368","anger/image0007755.jpg","anger",""
"369","anger/image0007783.jpg","sad","0.7013923379242595"
"370","anger/image0007794.jpg","disgust","0.7830438510004115"
"371","anger/image0007803.jpg","anger",""
"372","anger/image0007805.jpg","anger",""
"373","anger/image0007807.jpg","anger","0.8396633621570916"
"374","anger/image0007812.jpg","anger","0.8749248425971835"
"375","anger/image0007904.jpg","anger","0.7959288150568291"
"376","anger/image0007945.jpg","anger","0.8898065639478083"
"377","anger/image0007954.jpg","anger",""
"378","anger/image0007958.jpg","disgust","0.8181024827893559"
"379","anger/image0007988.jpg","disgust","0.8263275590085866"
"380","anger/image0007993.jpg","disgust","0.8230742740295431"
"381","anger/image0008010.jpg","anger","0.7835074997878316"
"382","anger/image0008030.jpg","anger","0.8160743990903473"
"383","anger/image0008044.jpg","anger","0.8775418409678368"
"384","anger/image0008045.jpg","anger","0.7795913991932727"
"385","anger/image0008055.jpg","anger",""
"386","anger/image0008086.jpg","anger","0.7390806907029394"
"387","anger/image0008096.jpg","anger",""
"388","anger/image0008102.jpg","anger","0.8772616532659103"
"389","anger/image0008136.jpg","surprise","0.7062523196370444"
"390","anger/image0008156.jpg","anger",""
"391","anger/image0008210.jpg","disgust","0.7492948594967255"
"392","anger/image0008218.jpg","anger","0.8404082070842979"
"393","anger/image0008226.jpg","fear","0.7286130663730882"
"394","anger/image0008228.jpg","anger","0.8349794167284257"
"395","anger/image0008244.jpg","anger","0.8588370823421309"
"396","anger/image0008255.jpg","anger",""
"397","anger/image0008289.jpg","sad","0.8292684015702005"
"398","anger/image0008309.jpg","anger","0.7598553249512543"
"399","anger/image0008345.jpg","anger","0.8278865030950365"
"400","anger/image0008355.jpg","anger","0.841222201853645"
"401","anger/image0008442.jpg","anger",""
"402","anger/image0008461.jpg","anger","0.7582203639951038"
"403","anger/image0008479.jpg","anger","0.887191415316697"
"404","anger/image0008480.jpg","anger",""
"405","anger/image0008528.jpg","anger",""
"406","anger/image0008538.jpg","anger",""
"407","anger/image0008544.jpg","anger","0.8152121737410553"
"408","anger/image0008550.jpg","anger","0.8521498563837714"
"409","anger/image0008564.jpg","anger","0.830586809017951"
"410","anger/image0008605.jpg","anger","0.8755276030126116"
"411","anger/image0008610.jpg","sad","0.8805942355665421"
"412","anger/image0008625.jpg","anger","0.8131458006821515"
"413","anger/image0008631.jpg","anger","0.7556874528666183"
"414","anger/image0008645.jpg","anger","0.8181656982457249"
"415","anger/image0008670.jpg","anger","0.7093122097944922"
"416","anger/image0008685.jpg","anger",""
"417","anger/image0008695.jpg","sad","0.8888063048228799"
"418","anger/image0008718.jpg","fear","0.7520289882923077"
"419","anger/image0008770.jpg","sad","0.8327370845371279"
"420","anger/image0008771.jpg","anger","0.8904227955416568"
"421","anger/image0008810.jpg","anger",""
"422","anger/image0008820.jpg","anger","0.7847351596941936"
"423","anger/image0008854.jpg","anger","0.8822218273083869"
"424","anger/image0008871.jpg","anger","0.8924089504300918"
"425","anger/image0008877.jpg","anger",""
"426","anger/image0008894.jpg","anger","0.7862049871604968"
"427","anger/image0008900.jpg","fear","0.8356534731546487"
"428","anger/image0008921.jpg","sad","0.7979778436489128"
"429","anger/image0008947.jpg","anger","0.8266289542985297"
"430","anger/image0008958.jpg","disgust","0.654552620329278"
"431","anger/image0008967.jpg","anger",""
"432","anger/image0008968.jpg","anger",""
"433","anger/image0008970.jpg","anger","0.8706213448394285"
"434","anger/image0008971.jpg","anger","0.783677505072228"
"435","anger/image0009017.jpg","anger","0.8789062988912345"
"436","anger/image0009044.jpg","sad","0.8061579086199216"
"437","anger/image0009062.jpg","anger","0.7935424824213703"
"438","anger/image0009066.jpg","fear","0.7880513585339678"
"439","anger/image0009076.jpg","disgust","0.8482077588752893"
"440","anger/image0009099.jpg","anger","0.8611264408558519"
"441","anger/image0009116.jpg","disgust","0.8704532499405827"
"442","anger/image0009140.jpg","anger","0.8593665427843638"
"443","anger/image0009157.jpg","anger",""
"444","anger/image0009171.jpg","anger","0.8027193680700208"
"445","anger/image0009177.jpg","anger","0.8526555404479497"
"446","anger/image0009209.jpg","anger","0.70010935010711"
"447","anger/image0009245.jpg","anger","0.8377668537088234"
"448","anger/image0009249.jpg","anger","0.7624802533235131"
"449","anger/image0009259.jpg","anger","0.7914843516322506"
"450","anger/image0009264.jpg","anger",""
"451","anger/image0009270.jpg","disgust","0.8633069201086455"
"452","anger/image0009273.jpg","anger",""
"453","anger/image0009322.jpg","anger","0.8174740354716153"
"454","anger/image0009337.jpg","anger","0.8640328326545169"
"455","anger/image0009347.jpg","disgust","0.6961232138856067"
"456","anger/image0009370.jpg","anger","0.8191333322563028"
"457","anger/image0009379.jpg","anger","0.892929095829964"
"458","anger/image0009395.jpg","anger","0.8071373784131513"
"459","anger/image0009404.jpg","anger",""
"460","anger/image0009439.jpg","anger","0.8764855537233437"
"461","anger/image0009474.jpg","disgust","0.8279633082390132"
"462","anger/image0009475.jpg","anger","0.821246745415072"
"463","anger/image0009492.jpg","surprise","0.835241720240101"
"464","anger/image0009502.jpg","anger","0.664076409943756"
"465","anger/image0009534.jpg","anger","0.8723583321055159"
"466","anger/image0009551.jpg","anger","0.8791142148494785"
"467","anger/image0009555.jpg","anger","0.7171404790866373"
"468","anger/image0009562.jpg","happy","0.7281663567074114"
"469","anger/image0009575.jpg","disgust","0.8836546357381304"
"470","anger/image0009580.jpg","anger","0.823850730043117"
"471","anger/image0009603.jpg","anger","0.8993191375940391"
"472","anger/image0009697.jpg","anger","0.8081491245833227"
"473","anger/image0009775.jpg","anger","0.8621611178258132"
"474","anger/image0009826.jpg","anger",""
"475","anger/image0009873.jpg","disgust","0.8479897093455291"
"476","anger/image0009907.jpg","sad","0.8729263884300181"
"477","anger/image0009909.jpg","fear","0.8331897700504198"
"478","anger/image0009939.jpg","anger","0.8078643721930441"
"479","anger/image0009942.jpg","anger","0.8420467105518252"
"480","anger/image0009950.jpg","anger","0.7754967165241662"
"481","anger/image0009997.jpg","anger","0.6614272017472561"
"482","anger/image0010000.jpg","anger","0.7275532987969439"
"483","anger/image0010001.jpg","anger","0.7472444288633288"
"484","anger/image0010004.jpg","anger","0.8639529575627741"
"485","anger/image0010009.jpg","anger",""
"486","anger/image0010015.jpg","disgust","0.8500773255063854"
"487","anger/image0010050.jpg","anger",""
"488","anger/image0010092.jpg","disgust","0.863598257602325"
"489","anger/image0010110.jpg","disgust","0.8120320612893915"
"490","anger/image0010113.jpg","disgust","0.8240285815115568"
"491","anger/image0010125.jpg","anger","0.8531973305713473"
"492","anger/image0010130.jpg","anger","0.8257223966475347"
"493","anger/image0010135.jpg","anger","0.8020243327563225"
"494","anger/image0010142.jpg","anger","0.8745251853012544"
"495","anger/image0010162.jpg","anger",""
"496","anger/image0010214.jpg","anger","0.8171986285923468"
"497","anger/image0010232.jpg","fear","0.8164263143850777"
"498","anger/image0010245.jpg","anger","0.8416802798324281"
"499","anger/image0010268.jpg","anger","0.8619935085751628"
"500","anger/image0010279.jpg","anger","0.8598246179910513"
"501","anger/image0010290.jpg","anger","0.8297001635268515"
"502","anger/image0010305.jpg","fear","0.8524302070904843"
"503","anger/image0010321.jpg","anger","0.8389551915030393"
"504","anger/image0010329.jpg","disgust","0.7759863297772269"
"505","anger/image0010431.jpg","anger","0.7921530236482714"
"506","anger/image0010473.jpg","anger","0.8212359039617944"
"507","anger/image0010491.jpg","anger","0.8296605598211038"
"508","anger/image0010503.jpg","anger","0.885985148032225"
"509","anger/image0010510.jpg","anger","0.6520667589240638"
"510","anger/image0010520.jpg","anger","0.8651844249242876"
"511","anger/image0010522.jpg","anger","0.8449797444876905"
"512","anger/image0010569.jpg","anger","0.8022284707071415"
"513","anger/image0010585.jpg","anger","0.850473244397595"
"514","anger/image0010601.jpg","anger","0.8052002775453388"
